doc_id,topic,topic_label,organisation,org_type,date
1744,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-02
1745,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-03
1746,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2024-04-03
1747,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-03
1748,14,Education research and evidence foundations,nuffield,think_tank,2024-04-03
1749,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-03
1750,-1,Outlier / noise,gov,gov_inst,2024-04-03
1751,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2024-04-04
1752,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-04-04
1753,19,Education leadership and professional development,fed,prof_body,2024-04-05
1754,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-05
1755,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-05
1756,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-05
1757,15,AI and digital technology in education,nuffield,think_tank,2024-04-06
1758,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-06
1759,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-08
1760,0,Ofsted inspections and accountability,nuffield,think_tank,2024-04-09
1761,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-09
1762,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-10
1763,17,Local authorities and education oversight,gov,gov_inst,2024-04-10
1764,12,School funding and education budgets,schoolsweek,ed_journalism,2024-04-11
1765,-1,Outlier / noise,epi,think_tank,2024-04-11
1766,-1,Outlier / noise,epi,think_tank,2024-04-11
1767,-1,Outlier / noise,fed,prof_body,2024-04-11
1768,13,"Skills, apprenticeships, and employment pathways",epi,think_tank,2024-04-15
1769,13,"Skills, apprenticeships, and employment pathways",nuffield,think_tank,2024-04-15
1770,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-15
1771,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-15
1772,21,Pupil suspensions and exclusions,fft,ed_res_org,2024-04-15
1773,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-04-16
1774,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-04-16
1775,4,Academy trusts and school governance,epi,think_tank,2024-04-16
1776,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-16
1777,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-17
1778,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-17
1779,0,Ofsted inspections and accountability,gov,gov_inst,2024-04-17
1780,7,Pupil attendance and absence,fft,ed_res_org,2024-04-17
1781,-1,Outlier / noise,gov,gov_inst,2024-04-17
1782,21,Pupil suspensions and exclusions,epi,think_tank,2024-04-17
1783,1,Pupil attainment and exam results,gov,gov_inst,2024-04-18
1784,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-04-18
1785,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-04-18
1786,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-04-18
1787,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-18
1788,1,Pupil attainment and exam results,fft,ed_res_org,2024-04-18
1789,-1,Outlier / noise,gov,gov_inst,2024-04-19
1790,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-19
1791,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-19
1792,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-19
1793,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-19
1794,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-19
1795,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-19
1796,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-20
1797,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-21
1798,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-22
1799,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-04-22
1800,14,Education research and evidence foundations,nuffield,think_tank,2024-04-22
1801,14,Education research and evidence foundations,nuffield,think_tank,2024-04-22
1802,21,Pupil suspensions and exclusions,fft,ed_res_org,2024-04-22
1803,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-04-23
1804,-1,Outlier / noise,gov,gov_inst,2024-04-23
1805,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-23
1806,1,Pupil attainment and exam results,fft,ed_res_org,2024-04-23
1807,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-24
1808,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-24
1809,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-04-24
1810,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-24
1811,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-24
1812,17,Local authorities and education oversight,gov,gov_inst,2024-04-24
1813,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-25
1814,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-04-25
1815,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-25
1816,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-04-25
1817,14,Education research and evidence foundations,nuffield,think_tank,2024-04-25
1818,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-26
1819,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-26
1820,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2024-04-26
1821,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-26
1822,9,DfE intervention and academy warnings,gov,gov_inst,2024-04-26
1823,19,Education leadership and professional development,fed,prof_body,2024-04-26
1824,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-27
1825,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-28
1826,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-04-29
1827,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-04-29
1828,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-04-29
1829,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-04-29
1830,-1,Outlier / noise,schoolsweek,ed_journalism,2024-04-30
1831,-1,Outlier / noise,gov,gov_inst,2024-05-01
1832,17,Local authorities and education oversight,gov,gov_inst,2024-05-01
1833,-1,Outlier / noise,gov,gov_inst,2024-05-01
1834,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-05-01
1835,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-01
1836,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-01
1837,-1,Outlier / noise,fed,prof_body,2024-05-01
1838,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-01
1839,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-01
1840,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-02
1841,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-02
1842,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-03
1843,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-03
1844,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-03
1845,9,DfE intervention and academy warnings,gov,gov_inst,2024-05-03
1846,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-05-03
1847,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-03
1848,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-05-03
1849,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-05-03
1850,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-03
1851,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-04
1852,-1,Outlier / noise,gov,gov_inst,2024-05-04
1853,0,Ofsted inspections and accountability,gov,gov_inst,2024-05-04
1854,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-04
1855,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-04
1856,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-05-04
1857,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-05-05
1858,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-06
1859,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-07
1860,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-07
1861,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-07
1862,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-07
1863,9,DfE intervention and academy warnings,gov,gov_inst,2024-05-07
1864,1,Pupil attainment and exam results,gov,gov_inst,2024-05-08
1865,-1,Outlier / noise,gov,gov_inst,2024-05-08
1866,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-05-08
1867,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-05-08
1868,19,Education leadership and professional development,schoolsweek,ed_journalism,2024-05-09
1869,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-05-09
1870,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-09
1871,0,Ofsted inspections and accountability,fft,ed_res_org,2024-05-09
1872,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-09
1873,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-09
1874,6,Guidance for schools and children,gov,gov_inst,2024-05-09
1875,3,Special educational needs and SEND provision,gov,gov_inst,2024-05-09
1876,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-05-09
1877,7,Pupil attendance and absence,gov,gov_inst,2024-05-10
1878,0,Ofsted inspections and accountability,gov,gov_inst,2024-05-10
1879,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-10
1880,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-10
1881,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-10
1882,13,"Skills, apprenticeships, and employment pathways",schoolsweek,ed_journalism,2024-05-10
1883,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-10
1884,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-05-11
1885,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-05-12
1886,1,Pupil attainment and exam results,fft,ed_res_org,2024-05-12
1887,0,Ofsted inspections and accountability,epi,think_tank,2024-05-13
1888,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-05-13
1889,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-13
1890,21,Pupil suspensions and exclusions,fft,ed_res_org,2024-05-14
1891,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-05-14
1892,12,School funding and education budgets,schoolsweek,ed_journalism,2024-05-14
1893,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-14
1894,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-05-14
1895,21,Pupil suspensions and exclusions,fft,ed_res_org,2024-05-14
1896,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-05-15
1897,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-15
1898,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-05-15
1899,17,Local authorities and education oversight,gov,gov_inst,2024-05-15
1900,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-05-16
1901,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2024-05-16
1902,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-05-16
1903,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-16
1904,6,Guidance for schools and children,gov,gov_inst,2024-05-16
1905,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-16
1906,7,Pupil attendance and absence,schoolsweek,ed_journalism,2024-05-16
1907,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-05-16
1908,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-05-16
1909,7,Pupil attendance and absence,fft,ed_res_org,2024-05-17
1910,3,Special educational needs and SEND provision,gov,gov_inst,2024-05-17
1911,2,Teacher recruitment and workforce supply,gov,gov_inst,2024-05-17
1912,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-17
1913,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-17
1914,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-05-17
1915,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-17
1916,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-05-17
1917,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-05-17
1918,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-18
1919,-1,Outlier / noise,gov,gov_inst,2024-05-20
1920,15,AI and digital technology in education,schoolsweek,ed_journalism,2024-05-20
1921,7,Pupil attendance and absence,schoolsweek,ed_journalism,2024-05-20
1922,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-20
1923,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-20
1924,7,Pupil attendance and absence,fft,ed_res_org,2024-05-20
1925,1,Pupil attainment and exam results,fft,ed_res_org,2024-05-21
1926,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-21
1927,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-21
1928,19,Education leadership and professional development,fed,prof_body,2024-05-21
1929,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-21
1930,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-05-22
1931,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-05-22
1932,15,AI and digital technology in education,schoolsweek,ed_journalism,2024-05-22
1933,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-22
1934,-1,Outlier / noise,gov,gov_inst,2024-05-22
1935,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-22
1936,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2024-05-22
1937,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-05-23
1938,7,Pupil attendance and absence,fft,ed_res_org,2024-05-23
1939,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2024-05-23
1940,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-05-23
1941,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-23
1942,1,Pupil attainment and exam results,gov,gov_inst,2024-05-24
1943,12,School funding and education budgets,schoolsweek,ed_journalism,2024-05-24
1944,9,DfE intervention and academy warnings,gov,gov_inst,2024-05-24
1945,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-24
1946,7,Pupil attendance and absence,schoolsweek,ed_journalism,2024-05-24
1947,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-05-24
1948,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-25
1949,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-26
1950,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-27
1951,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2024-05-28
1952,-1,Outlier / noise,schoolsweek,ed_journalism,2024-05-29
1953,23,Outlier / noise,schoolsweek,ed_journalism,2024-05-29
1954,-1,Outlier / noise,gov,gov_inst,2024-05-29
1955,-1,Outlier / noise,gov,gov_inst,2024-05-29
1956,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-05-30
1957,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-05-30
1958,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-05-30
1959,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2024-06-01
1960,14,Education research and evidence foundations,nuffield,think_tank,2024-06-02
1961,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-06-03
1962,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-03
1963,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-04
1964,21,Pupil suspensions and exclusions,fft,ed_res_org,2024-06-05
1965,-1,Outlier / noise,fed,prof_body,2024-06-05
1966,-1,Outlier / noise,gov,gov_inst,2024-06-05
1967,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-05
1968,-1,Outlier / noise,fed,prof_body,2024-06-05
1969,19,Education leadership and professional development,fed,prof_body,2024-06-05
1970,19,Education leadership and professional development,fed,prof_body,2024-06-05
1971,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-06
1972,-1,Outlier / noise,fed,prof_body,2024-06-06
1973,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-06
1974,13,"Skills, apprenticeships, and employment pathways",schoolsweek,ed_journalism,2024-06-06
1975,21,Pupil suspensions and exclusions,schoolsweek,ed_journalism,2024-06-06
1976,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-06-07
1977,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-06-07
1978,23,Outlier / noise,schoolsweek,ed_journalism,2024-06-07
1979,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-07
1980,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-07
1981,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-06-08
1982,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-09
1983,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-06-09
1984,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-10
1985,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-10
1986,2,Teacher recruitment and workforce supply,epi,think_tank,2024-06-10
1987,12,School funding and education budgets,schoolsweek,ed_journalism,2024-06-10
1988,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-11
1989,12,School funding and education budgets,schoolsweek,ed_journalism,2024-06-11
1990,12,School funding and education budgets,schoolsweek,ed_journalism,2024-06-12
1991,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-12
1992,-1,Outlier / noise,gov,gov_inst,2024-06-12
1993,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-06-13
1994,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-13
1995,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-13
1996,14,Education research and evidence foundations,nuffield,think_tank,2024-06-13
1997,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-06-13
1998,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-13
1999,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-13
2000,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-06-14
2001,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-14
2002,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-06-14
2003,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-14
2004,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-06-14
2005,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-17
2006,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-06-17
2007,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-17
2008,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-06-17
2009,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-18
2010,21,Pupil suspensions and exclusions,fft,ed_res_org,2024-06-18
2011,-1,Outlier / noise,gov,gov_inst,2024-06-19
2012,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2024-06-19
2013,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-19
2014,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-19
2015,19,Education leadership and professional development,fed,prof_body,2024-06-19
2016,-1,Outlier / noise,fed,prof_body,2024-06-19
2017,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-06-19
2018,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-19
2019,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2024-06-20
2020,-1,Outlier / noise,epi,think_tank,2024-06-20
2021,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-06-20
2022,7,Pupil attendance and absence,fft,ed_res_org,2024-06-20
2023,14,Education research and evidence foundations,nuffield,think_tank,2024-06-20
2024,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-06-21
2025,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-21
2026,-1,Outlier / noise,fed,prof_body,2024-06-21
2027,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-21
2028,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-21
2029,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-22
2030,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-24
2031,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-24
2032,-1,Outlier / noise,fft,ed_res_org,2024-06-24
2033,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-06-24
2034,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-06-25
2035,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-06-26
2036,14,Education research and evidence foundations,nuffield,think_tank,2024-06-26
2037,-1,Outlier / noise,gov,gov_inst,2024-06-26
2038,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-27
2039,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-27
2040,-1,Outlier / noise,schoolsweek,ed_journalism,2024-06-27
2041,14,Education research and evidence foundations,nuffield,think_tank,2024-06-27
2042,0,Ofsted inspections and accountability,fft,ed_res_org,2024-06-27
2043,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2024-06-28
2044,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-06-28
2045,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-06-28
2046,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-06-28
2047,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-06-28
2048,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-06-29
2049,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-06-30
2050,9,DfE intervention and academy warnings,gov,gov_inst,2024-07-01
2051,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-01
2052,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-07-01
2053,-1,Outlier / noise,fft,ed_res_org,2024-07-02
2054,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-02
2055,23,Outlier / noise,nuffield,think_tank,2024-07-02
2056,-1,Outlier / noise,nuffield,think_tank,2024-07-02
2057,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2024-07-02
2058,9,DfE intervention and academy warnings,gov,gov_inst,2024-07-03
2059,17,Local authorities and education oversight,gov,gov_inst,2024-07-03
2060,1,Pupil attainment and exam results,fft,ed_res_org,2024-07-03
2061,19,Education leadership and professional development,fed,prof_body,2024-07-03
2062,19,Education leadership and professional development,fed,prof_body,2024-07-03
2063,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2024-07-03
2064,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-04
2065,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-04
2066,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-04
2067,13,"Skills, apprenticeships, and employment pathways",fed,prof_body,2024-07-04
2068,18,Education ministers and political leadership,fed,prof_body,2024-07-04
2069,12,School funding and education budgets,schoolsweek,ed_journalism,2024-07-04
2070,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-05
2071,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-05
2072,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-05
2073,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-07-05
2074,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-05
2075,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-07-05
2076,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-05
2077,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-05
2078,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-06
2079,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-07-07
2080,2,Teacher recruitment and workforce supply,gov,gov_inst,2024-07-08
2081,7,Pupil attendance and absence,schoolsweek,ed_journalism,2024-07-08
2082,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-08
2083,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-08
2084,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-08
2085,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-08
2086,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-07-08
2087,-1,Outlier / noise,fed,prof_body,2024-07-09
2088,1,Pupil attainment and exam results,gov,gov_inst,2024-07-09
2089,3,Special educational needs and SEND provision,fft,ed_res_org,2024-07-09
2090,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-07-09
2091,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-09
2092,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-09
2093,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-07-09
2094,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2024-07-09
2095,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-10
2096,4,Academy trusts and school governance,schoolsweek,ed_journalism,2024-07-10
2097,4,Academy trusts and school governance,fft,ed_res_org,2024-07-10
2098,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2024-07-10
2099,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-10
2100,18,Education ministers and political leadership,gov,gov_inst,2024-07-10
2101,17,Local authorities and education oversight,gov,gov_inst,2024-07-10
2102,6,Guidance for schools and children,schoolsweek,ed_journalism,2024-07-11
2103,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-11
2104,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2024-07-11
2105,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-11
2106,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-11
2107,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-12
2108,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-07-12
2109,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-07-12
2110,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-15
2111,-1,Outlier / noise,nuffield,think_tank,2024-07-15
2112,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-15
2113,-1,Outlier / noise,epi,think_tank,2024-07-16
2114,18,Education ministers and political leadership,schoolsweek,ed_journalism,2024-07-16
2115,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2024-07-16
2116,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-07-16
2117,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-16
2118,-1,Outlier / noise,gov,gov_inst,2024-07-17
2119,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2024-07-17
2120,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-17
2121,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-17
2122,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-18
2123,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-07-18
2124,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-07-18
2125,14,Education research and evidence foundations,nuffield,think_tank,2024-07-18
2126,1,Pupil attainment and exam results,fft,ed_res_org,2024-07-18
2127,1,Pupil attainment and exam results,gov,gov_inst,2024-07-18
2128,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2024-07-18
2129,8,Academy trust statements and responses,schoolsweek,ed_journalism,2024-07-18
2130,21,Pupil suspensions and exclusions,schoolsweek,ed_journalism,2024-07-18
2131,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-18
2132,-1,Outlier / noise,schoolsweek,ed_journalism,2024-07-18
2133,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2024-07-18
